"","state","voted","calculated_age","Voters_Gender","Parties_Description","EthnicGroups_EthnicGroup1Desc","Residence_HHParties_Description","CommercialData_EstimatedIncomeAmount","CommercialData_PropertyType","CommercialData_EstHomeValue","nonpartisan_donation"
"321","co","0",81,"1","Non-Partisan","Hispanic and Portuguese","Independent",24000,"Unknown",76606,"0"
"322","va","1",91,"0","Republican","European","Republican",250000,"Residential",162500,"1"
"323","ca","1",33,"1","American Independent","","Independent",158999,"Apartment",1000000,"0"
"324","oh","0",51,"1","Democratic","European","Democratic",34000,"Residential",158202,"1"
"325","al","1",27,"1","Republican","European","Republican",186000,"Unknown",149990,"0"
"326","ny","1",54,"1","Republican","European","Republican",76057,"Apartment",253946,"1"
"327","ia","1",58,"1","Republican","European","Republican",42499,"Unknown",180321,"0"
"328","ny","1",49,"1","Non-Partisan","East and South Asian","Independent",117000,"Apartment",170832,"0"
"329","pa","1",56,"1","Non-Partisan","Hispanic and Portuguese","Democratic & Republican & Independent",96000,"Residential",174107,"0"
"330","ca","1",58,"0","Republican","European","Republican",27499,"Residential",417277,"0"
"331","ks","1",42,"0","Republican","European","Republican & Independent",32000,"Residential",129364,"1"
"332","mi","1",42,"1","Republican","European","Republican",100567,"Residential",204610,"0"
"333","va","1",44,"1","Republican","European","Republican",43653,"Residential",391719,"1"
"334","la","1",74,"1","Republican","European","Republican",171249,"Residential",625000,"0"
"335","il","1",90,"0","Democratic","European","Democratic",116000,"Residential",425000,"0"
"336","tx","1",58,"1","Non-Partisan","European","Independent",33000,"Apartment",116666,"0"
"337","tx","0",31,"1","Non-Partisan","European","Independent",34000,"Unknown",136597,"0"
"338","in","0",20,"1","Non-Partisan","European","Independent",236000,"Apartment",636228,"0"
"339","mo","1",49,"0","Republican","European","Republican",46826,"Unknown",65680,"0"
"340","tx","1",73,"1","Democratic","European","Democratic",120000,"Residential",1054687,"1"
"341","tx","1",58,"1","Republican","European","Republican",190000,"Residential",485447,"0"
"342","oh","1",63,"1","Non-Partisan","European","Democratic & Independent",68146,"Residential",64544,"1"
"343","tx","0",25,"1","Republican","Hispanic and Portuguese","Republican",98000,"Residential",137500,"1"
"344","fl","1",68,"0","Non-Partisan","European","Democratic & Independent",108626,"Residential",312282,"0"
"345","tn","0",38,"0","Non-Partisan","","Independent",41249,"Apartment",162499,"0"
"346","mi","1",25,"0","Democratic","European","Democratic",108762,"Residential",134374,"0"
"347","ca","1",80,"1","Democratic","Hispanic and Portuguese","Democratic",74536,"Residential",808852,"1"
"348","sc","1",55,"0","Republican","European","Republican",87000,"Unknown",219123,"1"
"349","ny","0",48,"1","Non-Partisan","European","Independent",56000,"Apartment",238903,"0"
"350","ca","1",22,"0","Non-Partisan","European","Democratic & Independent",69526,"Residential",337481,"0"
"351","md","1",26,"0","Democratic","European","Democratic",86057,"Apartment",133464,"0"
"352","nm","1",18,"0","Democratic","Other","Democratic",NA,"Apartment",NA,"0"
"353","ca","0",82,"1","Democratic","European","Democratic",136336,"Residential",1290715,"0"
"354","ny","0",38,"1","Democratic","European","Democratic",95000,"Apartment",189682,"0"
"355","ga","0",37,"1","Non-Partisan","European","Independent",39000,"Apartment",56090,"0"
"356","ca","1",31,"1","Democratic","East and South Asian","Democratic",150000,"Apartment",1290918,"0"
"357","co","1",50,"1","Republican","European","Republican & Independent",69317,"Apartment",126609,"0"
"358","mo","0",35,"1","Republican","","Republican",69213,"Apartment",82499,"0"
"359","ca","0",35,"0","Democratic","Likely African-American","Democratic & Independent",66499,"Residential",390971,"0"
"360","ga","0",45,"1","Democratic","European","Democratic & Independent",109000,"Residential",489901,"0"
"361","wi","0",NA,"0","Republican","European","Republican",63260,"Unknown",474323,"0"
"362","il","0",49,"1","Non-Partisan","European","Independent",26000,"Unknown",NA,"0"
"363","ny","1",32,"1","Democratic","Likely African-American","Democratic",110000,"Condominium",290946,"0"
"364","oh","0",31,"0","Non-Partisan","","Democratic & Independent",188392,"Residential",271340,"0"
"365","nh","1",75,"1","Democratic","European","Democratic",95000,"Apartment",314633,"0"
"366","ma","1",69,"1","Non-Partisan","European","Independent",23000,"Residential",150937,"0"
"367","ga","1",20,"0","Democratic","","Democratic",72145,"Residential",187500,"0"
"368","tx","1",60,"1","Non-Partisan","European","Independent",59102,"Residential",NA,"0"
"369","nj","1",34,"1","Democratic","","Democratic",56000,"Residential",159439,"0"
"370","ca","1",32,"0","Republican","European","Republican & Independent",142261,"Residential",460828,"1"
"371","ca","0",85,"0","Non-Partisan","European","Republican & Independent",46000,"Residential",234803,"0"
"372","tx","0",56,"1","Republican","European","Republican",99281,"Residential",409226,"0"
"373","co","0",90,"0","Republican","European","Republican",61704,"Apartment",378317,"1"
"374","va","1",50,"1","Republican","European","Republican",28582,"Residential",132291,"1"
"375","ny","1",48,"0","Republican","European","Republican & Independent",202000,"Residential",1963588,"1"
"376","va","1",74,"0","Democratic","European","Democratic",241000,"Residential",1672964,"1"
"377","mo","1",70,"1","Democratic","European","Democratic",71198,"Residential",129633,"1"
"378","ca","1",66,"1","Democratic","Hispanic and Portuguese","Democratic",75000,"Condominium",625000,"0"
"379","az","1",26,"1","Democratic","European","Democratic & Independent",47000,"Residential",270439,"0"
"380","pa","1",42,"1","Republican","","Republican",56749,"Residential",398659,"1"
"381","ks","1",40,"0","Libertarian","European","Republican & Independent",78184,"Unknown",20407,"0"
"382","la","1",26,"0","Republican","European","Republican",233000,"Residential",314178,"1"
"383","ar","1",38,"0","Democratic","European","Democratic & Republican & Independent",127000,"Residential",222263,"0"
"384","ga","1",23,"1","Democratic","European","Democratic",96081,"Unknown",159714,"0"
"385","tn","0",52,"1","Non-Partisan","European","Independent",27327,"Unknown",87500,"0"
"386","mo","0",35,"0","Non-Partisan","European","Independent",68974,"Residential",218999,"0"
"387","ca","0",19,"0","Non-Partisan","European","Independent",81730,"Apartment",219921,"0"
"388","il","0",42,"1","Republican","European","Republican",224000,"Condominium",334981,"0"
"389","mo","1",39,"1","Republican","European","Republican",139909,"Unknown",339999,"0"
"390","fl","1",19,"0","Republican","European","Republican",127000,"Residential",350127,"0"
"391","tx","1",26,"0","Republican","European","Republican",100567,"Residential",166994,"0"
"392","ga","1",40,"0","Republican","European","Republican",68000,"Residential",175249,"0"
"393","az","1",63,"1","Republican","Other","Democratic & Republican",21000,"Unknown",291950,"0"
"394","fl","1",95,"1","Democratic","European","Democratic",NA,"Apartment",NA,"1"
"395","md","1",85,"1","Democratic","","Democratic",185303,"Apartment",377342,"0"
"396","ca","1",64,"1","Republican","European","Republican",73721,"Residential",289954,"0"
"397","ny","1",60,"1","Non-Partisan","Other","Independent",66817,"Apartment",430596,"0"
"398","co","1",52,"0","Democratic","European","Democratic",22000,"Apartment",200464,"0"
"399","il","0",47,"1","Non-Partisan","","Independent",137000,"Residential",269791,"0"
"400","vt","1",83,"0","Democratic","European","Democratic",173010,"Residential",616994,"1"
"401","tx","1",29,"1","Republican","European","Republican",99000,"Residential",326063,"0"
"402","az","1",37,"0","Non-Partisan","Hispanic and Portuguese","Republican & Independent",96302,"Residential",314351,"1"
"403","ny","0",36,"1","Non-Partisan","European","Independent",79368,"Residential",640230,"0"
"404","tx","1",83,"1","Republican","European","Republican",90526,"Apartment",197995,"0"
"405","de","1",36,"1","Democratic","Hispanic and Portuguese","Democratic",73695,"Apartment",306766,"0"
"406","sd","1",88,"0","Republican","European","Republican & Independent",56249,"Apartment",112500,"0"
"407","oh","1",18,"0","Republican","European","Republican & Independent",NA,"Residential",NA,"0"
"408","va","1",28,"1","Democratic","Hispanic and Portuguese","Democratic",130146,"Residential",290871,"0"
"409","ar","1",61,"1","Republican","European","Republican & Independent",20000,"Residential",118711,"0"
"410","pa","1",42,"0","Democratic","European","Democratic",43000,"Unknown",147660,"0"
"411","ma","1",59,"1","Democratic","European","Democratic",78065,"Apartment",296688,"0"
"412","tx","1",24,"1","Democratic","European","Democratic",119000,"Residential",355374,"0"
"413","al","1",73,"0","Democratic","European","Democratic",78000,"Residential",326063,"0"
"414","pa","1",59,"1","Republican","European","Republican",194000,"Residential",346295,"1"
"415","wi","1",28,"0","Non-Partisan","European","Independent",73000,"Residential",161110,"0"
"416","nc","1",61,"0","Democratic","East and South Asian","Democratic",88819,"Residential",353398,"0"
"417","md","0",29,"0","Non-Partisan","East and South Asian","Democratic & Independent",250000,"Residential",493547,"0"
"418","wa","1",33,"1","Democratic","European","Democratic",136000,"Residential",213075,"0"
"419","nh","1",77,"0","Republican","European","Republican",77723,"Residential",197916,"1"
"420","mi","1",28,"1","Non-Partisan","European","Independent",132044,"Residential",166874,"0"
"421","nd","1",NA,"1","Republican","European","Republican",235442,"Residential",579908,"0"
"422","tx","1",74,"1","Republican","","Republican",54999,"Residential",473999,"0"
"423","nj","1",65,"1","Non-Partisan","European","Independent",38399,"Residential",246939,"0"
"424","pa","1",26,"1","Democratic","European","Democratic & Republican",54999,"Residential",117607,"0"
"425","oh","1",39,"1","Democratic","European","Democratic",16000,"Residential",110010,"0"
"426","md","1",70,"1","Democratic","Likely African-American","Democratic",NA,"Apartment",190460,"1"
"427","oh","1",65,"0","Republican","European","Republican",54642,"Residential",119642,"0"
"428","tx","1",64,"0","Democratic","European","Democratic",103868,"Residential",249218,"0"
"429","ca","0",24,"1","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",182000,"Residential",1057546,"0"
"430","ga","1",20,"1","Republican","European","Republican",119000,"Residential",382902,"0"
"431","ut","1",30,"0","Non-Partisan","European","Republican & Independent",66000,"Residential",290699,"1"
"432","ma","1",75,"0","Democratic","Likely African-American","Democratic",NA,"Apartment",NA,"0"
"433","nv","1",51,"1","Republican","","Republican",143000,"Residential",325000,"0"
"434","wv","1",52,"0","Democratic","European","Democratic & Independent",36764,"Residential",162500,"1"
"435","ca","1",28,"0","Democratic","","Democratic",147000,"Residential",287500,"0"
"436","ca","1",77,"0","Non-Partisan","East and South Asian","Democratic & Independent",72000,"Residential",407258,"0"
"437","mi","1",19,"0","Republican","Other","Republican",19000,"Residential",128645,"0"
"438","mi","1",76,"1","Democratic","","Democratic",28170,"Residential",148749,"0"
"439","ca","1",27,"1","Democratic","Hispanic and Portuguese","Democratic",148000,"Apartment",476149,"0"
"440","tx","0",67,"1","Republican","European","Republican",65000,"Residential",89893,"1"
"441","ia","1",61,"1","Democratic","European","Democratic & Independent",23000,"Residential",187500,"1"
"442","ny","1",71,"0","Non-Partisan","European","Democratic & Independent",95000,"Residential",293642,"1"
"443","ak","1",NA,"1","Republican","European","Republican",76000,"Residential",202466,"0"
"444","va","1",44,"1","Non-Partisan","European","Independent",58441,"Apartment",214115,"0"
"445","tx","1",58,"1","Democratic","Likely African-American","Democratic",97367,"Apartment",195191,"0"
"446","ca","1",89,"0","Republican","East and South Asian","Democratic & Republican",85000,"Residential",1053458,"1"
"447","ky","1",53,"0","Republican","East and South Asian","Republican",120000,"Residential",247320,"0"
"448","pa","1",60,"1","Republican","European","Democratic & Republican",136000,"Residential",167187,"0"
"449","tx","0",65,"1","Democratic","Hispanic and Portuguese","Democratic",14000,"Unknown",105931,"0"
"450","ca","1",68,"1","Republican","","Republican",230000,"Residential",1165894,"0"
"451","nv","1",46,"0","American Independent","European","Democratic & Independent",162129,"Residential",824805,"0"
"452","fl","1",25,"1","Republican","","Republican",33000,"Residential",181617,"1"
"453","mi","1",47,"1","Democratic","European","Democratic & Republican & Independent",213000,"Residential",304235,"1"
"454","tx","0",32,"1","Republican","European","Republican",28689,"Mobil Home",126178,"0"
"455","mo","0",69,"0","Republican","European","Republican",94000,"Residential",286767,"0"
"456","il","1",55,"1","Republican","","Republican",78433,"Condominium",126886,"0"
"457","tx","1",80,"0","Democratic","Hispanic and Portuguese","Democratic",84273,"Residential",112301,"0"
"458","mi","1",52,"1","Democratic","Likely African-American","Democratic",48845,"Apartment",166574,"0"
"459","tx","1",39,"1","Republican","European","Republican",93000,"Residential",756337,"0"
"460","wa","1",74,"1","Democratic","European","Democratic",72390,"Unknown",125656,"0"
"461","ca","1",61,"0","Republican","Hispanic and Portuguese","Republican",47975,"Residential",665552,"0"
"462","wa","0",36,"0","Non-Partisan","European","Independent",105000,"Apartment",449999,"0"
"463","md","1",65,"1","Democratic","European","Democratic & Independent",177000,"Residential",358107,"0"
"464","ny","1",50,"1","Democratic","","Democratic",63000,"Residential",512727,"0"
"465","mi","1",38,"0","Non-Partisan","","Independent",83000,"Residential",282530,"0"
"466","nj","1",53,"0","Republican","European","Republican & Independent",88124,"Residential",376700,"1"
"467","wa","1",67,"1","Democratic","Hispanic and Portuguese","Democratic",72934,"Residential",375000,"1"
"468","wi","0",31,"0","Non-Partisan","European","Republican & Independent",64268,"Residential",115556,"1"
